service_id,start_date,end_date,monday,tuesday,wednesday,thursday,friday,saturday,sunday
i-tr1086_2,20251215,20251221,1,1,1,1,1,0,0
i-tr1086_20,20260420,20260426,1,1,1,1,1,0,0
i-tr1086_21,20260427,20260503,1,1,1,1,0,0,0
i-tr1086_22,20260504,20260510,1,1,1,1,1,0,0
i-tr1086_23,20260511,20260517,1,1,1,1,1,0,0
i-tr1086_24,20260518,20260524,1,1,1,1,1,0,0
i-tr1086_25,20260525,20260531,1,1,1,1,1,0,0
i-tr1086_26,20260601,20260607,1,1,1,0,1,0,0
i-tr1086_27,20260608,20260614,1,1,1,1,1,0,0
i-tr1086_28,20260615,20260621,1,1,1,1,1,0,0
i-tr1086_29,20260622,20260628,0,1,1,1,1,0,0
i-tr1086_3,20251222,20251228,1,1,1,0,0,0,0
i-tr1086_30,20260629,20260705,1,1,1,1,1,0,0
i-tr1086_31,20260706,20260712,1,1,1,1,1,0,0
i-tr1086_32,20260713,20260719,1,1,1,1,1,0,0
i-tr1086_33,20260720,20260726,1,1,1,1,1,0,0
i-tr1086_34,20260727,20260802,1,1,1,1,1,0,0
i-tr1086_35,20260803,20260809,1,1,0,1,1,0,0
i-tr1086_36,20260810,20260816,1,1,1,1,1,0,0
i-tr1086_37,20260817,20260823,1,1,1,1,1,0,0
i-tr1086_38,20260824,20260830,1,1,1,1,1,0,0
i-tr1086_39,20260831,20260906,1,1,1,1,1,0,0
i-tr1086_4,20251229,20260104,1,1,1,0,1,0,0
i-tr1086_40,20260907,20260913,1,1,1,1,1,0,0
i-tr1086_41,20260914,20260920,1,1,1,1,1,0,0
i-tr1086_42,20260921,20260927,1,1,1,1,1,0,0
i-tr1086_43,20260928,20261004,1,1,1,1,1,0,0
i-tr1086_44,20261005,20261011,1,1,1,1,1,0,0
i-tr1086_45,20261012,20261018,1,1,1,1,1,0,0
i-tr1086_46,20261019,20261025,1,1,1,1,1,0,0
i-tr1086_47,20261026,20261101,1,1,1,1,1,0,0
i-tr1086_48,20261102,20261108,1,1,1,1,1,0,0
i-tr1086_49,20261109,20261115,1,1,1,1,1,0,0
i-tr1086_5,20260105,20260111,1,0,1,1,1,0,0
i-tr1086_50,20261116,20261122,1,1,0,1,1,0,0
i-tr1086_51,20261123,20261129,1,1,1,1,1,0,0
i-tr1086_52,20261130,20261206,1,1,1,1,1,0,0
i-tr1086_53,20261207,20261213,1,1,1,1,1,0,0
i-tr1086_6,20260112,20260118,1,1,1,1,1,0,0
i-tr1086_7,20260119,20260125,1,1,1,1,1,0,0
i-tr1086_8,20260126,20260201,1,1,1,1,1,0,0
i-tr1086_9,20260202,20260208,1,1,1,1,1,0,0
i-tr1087_10,20260209,20260215,1,1,1,1,1,0,0
i-tr1087_11,20260216,20260222,1,1,1,1,1,0,0
i-tr1087_12,20260223,20260301,1,1,1,1,1,0,0
i-tr1087_13,20260302,20260308,1,1,1,1,1,0,0
i-tr1087_14,20260309,20260315,1,1,1,1,1,0,0
i-tr1087_15,20260316,20260322,1,1,1,1,1,0,0
i-tr1087_16,20260323,20260329,1,1,1,1,1,0,0
i-tr1087_17,20260330,20260405,1,1,1,1,1,0,0
i-tr1087_18,20260406,20260412,0,1,1,1,1,0,0
i-tr1087_19,20260413,20260419,1,1,1,1,1,0,0
i-tr1087_2,20251215,20251221,1,1,1,1,1,0,0
i-tr1087_20,20260420,20260426,1,1,1,1,1,0,0
i-tr1087_21,20260427,20260503,1,1,1,1,0,0,0
i-tr1087_22,20260504,20260510,1,1,1,1,1,0,0
i-tr1087_23,20260511,20260517,1,1,1,1,1,0,0
i-tr1087_24,20260518,20260524,1,1,1,1,1,0,0
i-tr1087_25,20260525,20260531,1,1,1,1,1,0,0
i-tr1087_26,20260601,20260607,1,1,1,0,1,0,0
i-tr1087_27,20260608,20260614,1,1,1,1,1,0,0
i-tr1087_28,20260615,20260621,1,1,1,1,1,0,0
i-tr1087_29,20260622,20260628,0,1,1,1,1,0,0
i-tr1087_3,20251222,20251228,1,1,1,0,0,0,0
i-tr1087_30,20260629,20260705,1,1,1,1,1,0,0
i-tr1087_31,20260706,20260712,1,1,1,1,1,0,0
i-tr1087_32,20260713,20260719,1,1,1,1,1,0,0
i-tr1087_33,20260720,20260726,1,1,1,1,1,0,0
i-tr1087_34,20260727,20260802,1,1,1,1,1,0,0
i-tr1087_35,20260803,20260809,1,1,0,1,1,0,0
i-tr1087_36,20260810,20260816,1,1,1,1,1,0,0
i-tr1087_37,20260817,20260823,1,1,1,1,1,0,0
i-tr1087_38,20260824,20260830,1,1,1,1,1,0,0
i-tr1087_39,20260831,20260906,1,1,1,1,1,0,0
i-tr1087_4,20251229,20260104,1,1,1,0,1,0,0
i-tr1087_40,20260907,20260913,1,1,1,1,1,0,0
i-tr1087_41,20260914,20260920,1,1,1,1,1,0,0
i-tr1087_42,20260921,20260927,1,1,1,1,1,0,0
i-tr1087_43,20260928,20261004,1,1,1,1,1,0,0
i-tr1087_44,20261005,20261011,1,1,1,1,1,0,0
i-tr1087_45,20261012,20261018,1,1,1,1,1,0,0
i-tr1087_46,20261019,20261025,1,1,1,1,1,0,0
i-tr1087_47,20261026,20261101,1,1,1,1,1,0,0
i-tr1087_48,20261102,20261108,1,1,1,1,1,0,0
i-tr1087_49,20261109,20261115,1,1,1,1,1,0,0
i-tr1087_5,20260105,20260111,1,0,1,1,1,0,0
i-tr1087_50,20261116,20261122,1,1,0,1,1,0,0
i-tr1087_51,20261123,20261129,1,1,1,1,1,0,0
i-tr1087_52,20261130,20261206,1,1,1,1,1,0,0
i-tr1087_53,20261207,20261213,1,1,1,1,1,0,0
i-tr1087_6,20260112,20260118,1,1,1,1,1,0,0
i-tr1087_7,20260119,20260125,1,1,1,1,1,0,0
i-tr1087_8,20260126,20260201,1,1,1,1,1,0,0
i-tr1087_9,20260202,20260208,1,1,1,1,1,0,0
i-tr1088_10,20260209,20260215,1,1,1,1,1,0,0
i-tr1088_11,20260216,20260222,1,1,1,1,1,0,0
i-tr1088_12,20260223,20260301,1,1,1,1,1,0,0
i-tr1088_13,20260302,20260308,1,1,1,1,1,0,0
i-tr1088_14,20260309,20260315,1,1,1,1,1,0,0
i-tr1088_15,20260316,20260322,1,1,1,1,1,0,0
i-tr1088_16,20260323,20260329,1,1,1,1,1,0,0
i-tr1088_17,20260330,20260405,1,1,1,1,1,0,0
i-tr1088_18,20260406,20260412,0,1,1,1,1,0,0
i-tr1088_19,20260413,20260419,1,1,1,1,1,0,0
i-tr1088_2,20251215,20251221,1,1,1,1,1,0,0
i-tr1088_20,20260420,20260426,1,1,1,1,1,0,0
i-tr1088_21,20260427,20260503,1,1,1,1,0,0,0
i-tr1088_22,20260504,20260510,1,1,1,1,1,0,0
i-tr1088_23,20260511,20260517,1,1,1,1,1,0,0
i-tr1088_24,20260518,20260524,1,1,1,1,1,0,0
i-tr1088_25,20260525,20260531,1,1,1,1,1,0,0
i-tr1088_26,20260601,20260607,1,1,1,0,1,0,0
i-tr1088_27,20260608,20260614,1,1,1,1,1,0,0
i-tr1088_28,20260615,20260621,1,1,1,1,1,0,0
i-tr1088_29,20260622,20260628,0,1,1,1,1,0,0
i-tr1088_3,20251222,20251228,1,1,1,0,0,0,0
i-tr1088_30,20260629,20260705,1,1,1,1,1,0,0
i-tr1088_31,20260706,20260712,1,1,1,1,1,0,0
i-tr1088_32,20260713,20260719,1,1,1,1,1,0,0
i-tr1088_33,20260720,20260726,1,1,1,1,1,0,0
i-tr1088_34,20260727,20260802,1,1,1,1,1,0,0
i-tr1088_35,20260803,20260809,1,1,0,1,1,0,0
i-tr1088_36,20260810,20260816,1,1,1,1,1,0,0
i-tr1088_37,20260817,20260823,1,1,1,1,1,0,0
i-tr1088_38,20260824,20260830,1,1,1,1,1,0,0
i-tr1088_39,20260831,20260906,1,1,1,1,1,0,0
i-tr1088_4,20251229,20260104,1,1,1,0,1,0,0
i-tr1088_40,20260907,20260913,1,1,1,1,1,0,0
i-tr1088_41,20260914,20260920,1,1,1,1,1,0,0
i-tr1088_42,20260921,20260927,1,1,1,1,1,0,0
i-tr1088_43,20260928,20261004,1,1,1,1,1,0,0
i-tr1088_44,20261005,20261011,1,1,1,1,1,0,0
i-tr1088_45,20261012,20261018,1,1,1,1,1,0,0
i-tr1088_46,20261019,20261025,1,1,1,1,1,0,0
i-tr1088_47,20261026,20261101,1,1,1,1,1,0,0
i-tr1088_48,20261102,20261108,1,1,1,1,1,0,0
i-tr1088_49,20261109,20261115,1,1,1,1,1,0,0
i-tr1088_5,20260105,20260111,1,0,1,1,1,0,0
i-tr1088_50,20261116,20261122,1,1,0,1,1,0,0
i-tr1088_51,20261123,20261129,1,1,1,1,1,0,0
i-tr1088_52,20261130,20261206,1,1,1,1,1,0,0
i-tr1088_53,20261207,20261213,1,1,1,1,1,0,0
i-tr1088_6,20260112,20260118,1,1,1,1,1,0,0
i-tr1088_7,20260119,20260125,1,1,1,1,1,0,0
i-tr1088_8,20260126,20260201,1,1,1,1,1,0,0
i-tr1088_9,20260202,20260208,1,1,1,1,1,0,0
i-tr1089_1,20251208,20251214,0,0,0,0,0,0,1
i-tr1089_10,20260209,20260215,1,1,1,1,1,1,1
i-tr1089_11,20260216,20260222,1,1,1,1,1,1,1
i-tr1089_12,20260223,20260301,1,1,1,1,1,1,1
i-tr1089_13,20260302,20260308,1,1,1,1,1,1,1
i-tr1089_14,20260309,20260315,1,1,1,1,1,1,1
i-tr1089_15,20260316,20260322,1,1,1,1,1,1,1
i-tr1089_16,20260323,20260329,1,1,1,1,1,1,1
i-tr1089_17,20260330,20260405,1,1,1,1,1,1,1
i-tr1089_18,20260406,20260412,1,1,1,1,1,1,1
i-tr1089_19,20260413,20260419,1,1,1,1,1,1,1
i-tr1089_2,20251215,20251221,1,1,1,1,1,1,1
i-tr1089_20,20260420,20260426,1,1,1,1,1,1,1
i-tr1089_21,20260427,20260503,1,1,1,1,1,1,1
i-tr1089_22,20260504,20260510,1,1,1,1,1,1,1
i-tr1089_23,20260511,20260517,1,1,1,1,1,1,1
i-tr1089_24,20260518,20260524,1,1,1,1,1,1,1
i-tr1089_25,20260525,20260531,1,1,1,1,1,1,1
i-tr1089_26,20260601,20260607,1,1,1,1,1,1,1
i-tr1089_27,20260608,20260614,1,1,1,1,1,1,1
i-tr1089_28,20260615,20260621,1,1,1,1,1,1,1
i-tr1089_29,20260622,20260628,1,1,1,1,1,1,1
i-tr1089_3,20251222,20251228,1,1,1,1,1,1,1
i-tr1089_30,20260629,20260705,1,1,1,1,1,1,1
i-tr1089_31,20260706,20260712,1,1,1,1,1,1,1
i-tr1089_32,20260713,20260719,1,1,1,1,1,1,1
i-tr1089_33,20260720,20260726,1,1,1,1,1,1,1
i-tr1089_34,20260727,20260802,1,1,1,1,1,1,1
i-tr1089_35,20260803,20260809,1,1,1,1,1,1,1
i-tr1089_36,20260810,20260816,1,1,1,1,1,1,1
i-tr1089_37,20260817,20260823,1,1,1,1,1,1,1
i-tr1089_38,20260824,20260830,1,1,1,1,1,1,1
i-tr1089_39,20260831,20260906,1,1,1,1,1,1,1
i-tr1089_4,20251229,20260104,1,1,1,1,1,1,1
i-tr1089_40,20260907,20260913,1,1,1,1,1,1,1
i-tr1089_41,20260914,20260920,1,1,1,1,1,1,1
i-tr1089_42,20260921,20260927,1,1,1,1,1,1,1
i-tr1089_43,20260928,20261004,1,1,1,1,1,1,1
i-tr1089_44,20261005,20261011,1,1,1,1,1,1,1
i-tr1089_45,20261012,20261018,1,1,1,1,1,1,1
i-tr1089_46,20261019,20261025,1,1,1,1,1,1,1
i-tr1089_47,20261026,20261101,1,1,1,1,1,1,1
i-tr1089_48,20261102,20261108,1,1,1,1,1,1,1
i-tr1089_49,20261109,20261115,1,1,1,1,1,1,1
i-tr1089_5,20260105,20260111,1,1,1,1,1,1,1
i-tr1089_50,20261116,20261122,1,1,1,1,1,1,1
i-tr1089_51,20261123,20261129,1,1,1,1,1,1,1
i-tr1089_52,20261130,20261206,1,1,1,1,1,1,1
i-tr1089_53,20261207,20261213,1,1,1,1,1,1,0
i-tr1089_6,20260112,20260118,1,1,1,1,1,1,1
i-tr1089_7,20260119,20260125,1,1,1,1,1,1,1
i-tr1089_8,20260126,20260201,1,1,1,1,1,1,1
i-tr1089_9,20260202,20260208,1,1,1,1,1,1,1
i-tr1090_1,20251208,20251214,0,0,0,0,0,0,1
i-tr1090_10,20260209,20260215,1,1,1,1,1,1,1
i-tr1090_11,20260216,20260222,1,1,1,1,1,1,1
i-tr1090_12,20260223,20260301,1,1,1,1,1,1,1
i-tr1090_13,20260302,20260308,1,1,1,1,1,1,1
i-tr1090_14,20260309,20260315,1,1,1,1,1,1,1
i-tr1090_15,20260316,20260322,1,1,1,1,1,1,1
i-tr1090_16,20260323,20260329,1,1,1,1,1,1,1
i-tr1090_17,20260330,20260405,1,1,1,1,1,1,1
i-tr1090_18,20260406,20260412,1,1,1,1,1,1,1
i-tr1090_19,20260413,20260419,1,1,1,1,1,1,1
i-tr1090_2,20251215,20251221,1,1,1,1,1,1,1
i-tr1090_20,20260420,20260426,1,1,1,1,1,1,1
i-tr1090_21,20260427,20260503,1,1,1,1,1,1,1
i-tr1090_22,20260504,20260510,1,1,1,1,1,1,1
i-tr1090_23,20260511,20260517,1,1,1,1,1,1,1
i-tr1090_24,20260518,20260524,1,1,1,1,1,1,1
i-tr1090_25,20260525,20260531,1,1,1,1,1,1,1
i-tr1090_26,20260601,20260607,1,1,1,1,1,1,1
i-tr1090_27,20260608,20260614,1,1,1,1,1,1,1
i-tr1090_28,20260615,20260621,1,1,1,1,1,1,1
i-tr1090_29,20260622,20260628,1,1,1,1,1,1,1
i-tr1090_3,20251222,20251228,1,1,1,1,1,1,1
i-tr1090_30,20260629,20260705,1,1,1,1,1,1,1
i-tr1090_31,20260706,20260712,1,1,1,1,1,1,1
i-tr1090_32,20260713,20260719,1,1,1,1,1,1,1
i-tr1090_33,20260720,20260726,1,1,1,1,1,1,1
i-tr1090_34,20260727,20260802,1,1,1,1,1,1,1
i-tr1090_35,20260803,20260809,1,1,1,1,1,1,1
i-tr1090_36,20260810,20260816,1,1,1,1,1,1,1
i-tr1090_37,20260817,20260823,1,1,1,1,1,1,1
i-tr1090_38,20260824,20260830,1,1,1,1,1,1,1
i-tr1090_39,20260831,20260906,1,1,1,1,1,1,1
i-tr1090_4,20251229,20260104,1,1,1,1,1,1,1
i-tr1090_40,20260907,20260913,1,1,1,1,1,1,1
i-tr1090_41,20260914,20260920,1,1,1,1,1,1,1
i-tr1090_42,20260921,20260927,1,1,1,1,1,1,1
i-tr1090_43,20260928,20261004,1,1,1,1,1,1,1
i-tr1090_44,20261005,20261011,1,1,1,1,1,1,1
i-tr1090_45,20261012,20261018,1,1,1,1,1,1,1
i-tr1090_46,20261019,20261025,1,1,1,1,1,1,1
i-tr1090_47,20261026,20261101,1,1,1,1,1,1,1
i-tr1090_48,20261102,20261108,1,1,1,1,1,1,1
i-tr1090_49,20261109,20261115,1,1,1,1,1,1,1
i-tr1090_5,20260105,20260111,1,1,1,1,1,1,1
i-tr1090_50,20261116,20261122,1,1,1,1,1,1,1
i-tr1090_51,20261123,20261129,1,1,1,1,1,1,1
i-tr1090_52,20261130,20261206,1,1,1,1,1,1,1
i-tr1090_53,20261207,20261213,1,1,1,1,1,1,0
i-tr1090_6,20260112,20260118,1,1,1,1,1,1,1
i-tr1090_7,20260119,20260125,1,1,1,1,1,1,1
i-tr1090_8,20260126,20260201,1,1,1,1,1,1,1
i-tr1090_9,20260202,20260208,1,1,1,1,1,1,1
i-tr1091_1,20251208,20251214,0,0,0,0,0,0,1
i-tr1091_10,20260209,20260215,1,1,1,1,1,1,1
i-tr1091_11,20260216,20260222,1,1,1,1,1,1,1
i-tr1091_12,20260223,20260301,1,1,1,1,1,1,1
i-tr1091_13,20260302,20260308,1,1,1,1,1,1,1
i-tr1091_14,20260309,20260315,1,1,1,1,1,1,1
i-tr1091_15,20260316,20260322,1,1,1,1,1,1,1
i-tr1091_16,20260323,20260329,1,1,1,1,1,1,1
i-tr1091_17,20260330,20260405,1,1,1,1,1,1,1
i-tr1091_18,20260406,20260412,1,1,1,1,1,1,1
i-tr1091_19,20260413,20260419,1,1,1,1,1,1,1
i-tr1091_2,20251215,20251221,1,1,1,1,1,1,1
i-tr1091_20,20260420,20260426,1,1,1,1,1,1,1
i-tr1091_21,20260427,20260503,1,1,1,1,1,1,1
i-tr1091_22,20260504,20260510,1,1,1,1,1,1,1
i-tr1091_23,20260511,20260517,1,1,1,1,1,1,1
i-tr1091_24,20260518,20260524,1,1,1,1,1,1,1
i-tr1091_25,20260525,20260531,1,1,1,1,1,1,1
i-tr1091_26,20260601,20260607,1,1,1,1,1,1,1
i-tr1091_27,20260608,20260614,1,1,1,1,1,1,1
i-tr1091_28,20260615,20260621,1,1,1,1,1,1,1
i-tr1091_29,20260622,20260628,1,1,1,1,1,1,1
i-tr1091_3,20251222,20251228,1,1,1,1,1,1,1
i-tr1091_30,20260629,20260705,1,1,1,1,1,1,1
i-tr1091_31,20260706,20260712,1,1,1,1,1,1,1
i-tr1091_32,20260713,20260719,1,1,1,1,1,1,1
i-tr1091_33,20260720,20260726,1,1,1,1,1,1,1
i-tr1091_34,20260727,20260802,1,1,1,1,1,1,1
i-tr1091_35,20260803,20260809,1,1,1,1,1,1,1
i-tr1091_36,20260810,20260816,1,1,1,1,1,1,1
i-tr1091_37,20260817,20260823,1,1,1,1,1,1,1
i-tr1091_38,20260824,20260830,1,1,1,1,1,1,1
i-tr1091_39,20260831,20260906,1,1,1,1,1,1,1
i-tr1091_4,20251229,20260104,1,1,1,1,1,1,1
i-tr1091_40,20260907,20260913,1,1,1,1,1,1,1
i-tr1091_41,20260914,20260920,1,1,1,1,1,1,1
i-tr1091_42,20260921,20260927,1,1,1,1,1,1,1
i-tr1091_43,20260928,20261004,1,1,1,1,1,1,1
i-tr1091_44,20261005,20261011,1,1,1,1,1,1,1
i-tr1091_45,20261012,20261018,1,1,1,1,1,1,1
i-tr1091_46,20261019,20261025,1,1,1,1,1,1,1
i-tr1091_47,20261026,20261101,1,1,1,1,1,1,1
i-tr1091_48,20261102,20261108,1,1,1,1,1,1,1
i-tr1091_49,20261109,20261115,1,1,1,1,1,1,1
i-tr1091_5,20260105,20260111,1,1,1,1,1,1,1
i-tr1091_50,20261116,20261122,1,1,1,1,1,1,1
i-tr1091_51,20261123,20261129,1,1,1,1,1,1,1
i-tr1091_52,20261130,20261206,1,1,1,1,1,1,1
i-tr1091_53,20261207,20261213,1,1,1,1,1,1,0
i-tr1091_6,20260112,20260118,1,1,1,1,1,1,1
i-tr1091_7,20260119,20260125,1,1,1,1,1,1,1
i-tr1091_8,20260126,20260201,1,1,1,1,1,1,1
i-tr1091_9,20260202,20260208,1,1,1,1,1,1,1
i-tr1092_1,20251208,20251214,0,0,0,0,0,0,1
i-tr1092_10,20260209,20260215,1,1,1,1,1,1,1
i-tr1092_11,20260216,20260222,1,1,1,1,1,1,1
i-tr1092_12,20260223,20260301,1,1,1,1,1,1,1
i-tr1092_13,20260302,20260308,1,1,1,1,1,1,1
i-tr1092_14,20260309,20260315,1,1,1,1,1,1,1
i-tr1092_15,20260316,20260322,1,1,1,1,1,1,1
i-tr1092_16,20260323,20260329,1,1,1,1,1,1,1
i-tr1092_17,20260330,20260405,1,1,1,1,1,1,1
i-tr1092_18,20260406,20260412,1,1,1,1,1,1,1
i-tr1092_19,20260413,20260419,1,1,1,1,1,1,1
i-tr1092_2,20251215,20251221,1,1,1,1,1,1,1
i-tr1092_20,20260420,20260426,1,1,1,1,1,1,1
i-tr1092_21,20260427,20260503,1,1,1,1,1,1,1
i-tr1092_22,20260504,20260510,1,1,1,1,1,1,1
i-tr1092_23,20260511,20260517,1,1,1,1,1,1,1
i-tr1092_24,20260518,20260524,1,1,1,1,1,1,1
i-tr1092_25,20260525,20260531,1,1,1,1,1,1,1
i-tr1092_26,20260601,20260607,1,1,1,1,1,1,1
i-tr1092_27,20260608,20260614,1,1,1,1,1,1,1
i-tr1092_28,20260615,20260621,1,1,1,1,1,1,1
i-tr1092_29,20260622,20260628,1,1,1,1,1,1,1
i-tr1092_3,20251222,20251228,1,1,1,1,1,1,1
i-tr1092_30,20260629,20260705,1,1,1,1,1,1,1
i-tr1092_31,20260706,20260712,1,1,1,1,1,1,1
i-tr1092_32,20260713,20260719,1,1,1,1,1,1,1
i-tr1092_33,20260720,20260726,1,1,1,1,1,1,1
i-tr1092_34,20260727,20260802,1,1,1,1,1,1,1
i-tr1092_35,20260803,20260809,1,1,1,1,1,1,1
i-tr1092_36,20260810,20260816,1,1,1,1,1,1,1
i-tr1092_37,20260817,20260823,1,1,1,1,1,1,1
i-tr1092_38,20260824,20260830,1,1,1,1,1,1,1
i-tr1092_39,20260831,20260906,1,1,1,1,1,1,1
i-tr1092_4,20251229,20260104,1,1,1,1,1,1,1
i-tr1092_40,20260907,20260913,1,1,1,1,1,1,1
i-tr1092_41,20260914,20260920,1,1,1,1,1,1,1
i-tr1092_42,20260921,20260927,1,1,1,1,1,1,1
i-tr1092_43,20260928,20261004,1,1,1,1,1,1,1
i-tr1092_44,20261005,20261011,1,1,1,1,1,1,1
i-tr1092_45,20261012,20261018,1,1,1,1,1,1,1
i-tr1092_46,20261019,20261025,1,1,1,1,1,1,1
i-tr1092_47,20261026,20261101,1,1,1,1,1,1,1
i-tr1092_48,20261102,20261108,1,1,1,1,1,1,1
i-tr1092_49,20261109,20261115,1,1,1,1,1,1,1
i-tr1092_5,20260105,20260111,1,1,1,1,1,1,1
i-tr1092_50,20261116,20261122,1,1,1,1,1,1,1
i-tr1092_51,20261123,20261129,1,1,1,1,1,1,1
i-tr1092_52,20261130,20261206,1,1,1,1,1,1,1
i-tr1092_53,20261207,20261213,1,1,1,1,1,1,0
i-tr1092_6,20260112,20260118,1,1,1,1,1,1,1
i-tr1092_7,20260119,20260125,1,1,1,1,1,1,1
i-tr1092_8,20260126,20260201,1,1,1,1,1,1,1
i-tr1092_9,20260202,20260208,1,1,1,1,1,1,1
i-tr1093_10,20260209,20260215,1,1,1,1,1,1,0
i-tr1093_11,20260216,20260222,1,1,1,1,1,1,0
i-tr1093_12,20260223,20260301,1,1,1,1,1,1,0
i-tr1093_13,20260302,20260308,1,1,1,1,1,1,0
i-tr1093_14,20260309,20260315,1,1,1,1,1,1,0
i-tr1093_15,20260316,20260322,1,1,1,1,1,1,0
i-tr1093_16,20260323,20260329,1,1,1,1,1,1,0
i-tr1093_17,20260330,20260405,1,1,1,1,1,1,0
i-tr1093_18,20260406,20260412,0,1,1,1,1,1,0
i-tr1093_19,20260413,20260419,1,1,1,1,1,1,0
i-tr1093_2,20251215,20251221,1,1,1,1,1,1,0
i-tr1093_20,20260420,20260426,1,1,1,1,1,1,0
i-tr1093_21,20260427,20260503,1,1,1,1,0,1,0
i-tr1093_22,20260504,20260510,1,1,1,1,1,1,0
i-tr1093_23,20260511,20260517,1,1,1,1,1,1,0
i-tr1093_24,20260518,20260524,1,1,1,1,1,1,0
i-tr1093_25,20260525,20260531,1,1,1,1,1,0,0
i-tr1093_26,20260601,20260607,1,1,1,0,1,1,0
i-tr1093_27,20260608,20260614,1,1,1,1,1,1,0
i-tr1093_28,20260615,20260621,1,1,1,1,1,1,0
i-tr1093_29,20260622,20260628,0,1,1,1,1,1,0
i-tr1093_3,20251222,20251228,1,1,1,0,0,1,0
i-tr1093_30,20260629,20260705,1,1,1,1,1,1,0
i-tr1093_31,20260706,20260712,1,1,1,1,1,1,0
i-tr1093_32,20260713,20260719,1,1,1,1,1,1,0
i-tr1093_33,20260720,20260726,1,1,1,1,1,1,0
i-tr1093_34,20260727,20260802,1,1,1,1,1,1,0
i-tr1093_35,20260803,20260809,1,1,0,1,1,1,0
i-tr1093_36,20260810,20260816,1,1,1,1,1,0,0
i-tr1093_37,20260817,20260823,1,1,1,1,1,1,0
i-tr1093_38,20260824,20260830,1,1,1,1,1,1,0
i-tr1093_39,20260831,20260906,1,1,1,1,1,1,0
i-tr1093_4,20251229,20260104,1,1,1,0,1,1,0
i-tr1093_40,20260907,20260913,1,1,1,1,1,1,0
i-tr1093_41,20260914,20260920,1,1,1,1,1,1,0
i-tr1093_42,20260921,20260927,1,1,1,1,1,1,0
i-tr1093_43,20260928,20261004,1,1,1,1,1,1,0
i-tr1093_44,20261005,20261011,1,1,1,1,1,1,0
i-tr1093_45,20261012,20261018,1,1,1,1,1,1,0
i-tr1093_46,20261019,20261025,1,1,1,1,1,1,0
i-tr1093_47,20261026,20261101,1,1,1,1,1,1,0
i-tr1093_48,20261102,20261108,1,1,1,1,1,1,0
i-tr1093_49,20261109,20261115,1,1,1,1,1,1,0
i-tr1093_5,20260105,20260111,1,0,1,1,1,1,0
i-tr1093_50,20261116,20261122,1,1,0,1,1,1,0
i-tr1093_51,20261123,20261129,1,1,1,1,1,1,0
i-tr1093_52,20261130,20261206,1,1,1,1,1,1,0
i-tr1093_53,20261207,20261213,1,1,1,1,1,1,0
i-tr1093_6,20260112,20260118,1,1,1,1,1,1,0
i-tr1093_7,20260119,20260125,1,1,1,1,1,1,0
i-tr1093_8,20260126,20260201,1,1,1,1,1,1,0
i-tr1093_9,20260202,20260208,1,1,1,1,1,1,0
i-tr1094_10,20260209,20260215,1,1,1,1,1,0,0
i-tr1094_11,20260216,20260222,1,1,1,1,1,0,0
i-tr1094_12,20260223,20260301,1,1,1,1,1,0,0
i-tr1094_13,20260302,20260308,1,1,1,1,1,0,0
i-tr1094_14,20260309,20260315,1,1,1,1,1,0,0
i-tr1094_15,20260316,20260322,1,1,1,1,1,0,0
i-tr1094_16,20260323,20260329,1,1,1,1,1,0,0
i-tr1094_17,20260330,20260405,1,1,1,1,1,0,0
i-tr1094_18,20260406,20260412,0,1,1,1,1,0,0
i-tr1094_19,20260413,20260419,1,1,1,1,1,0,0
i-tr1094_2,20251215,20251221,1,1,1,1,1,0,0
i-tr1094_20,20260420,20260426,1,1,1,1,1,0,0
i-tr1094_21,20260427,20260503,1,1,1,1,0,0,0
i-tr1094_22,20260504,20260510,1,1,1,1,1,0,0
i-tr1094_23,20260511,20260517,1,1,1,1,1,0,0
i-tr1094_24,20260518,20260524,1,1,1,1,1,0,0
i-tr1094_25,20260525,20260531,1,1,1,1,1,0,0
i-tr1094_26,20260601,20260607,1,1,1,0,1,0,0
i-tr1094_27,20260608,20260614,1,1,1,1,1,0,0
i-tr1094_28,20260615,20260621,1,1,1,1,1,0,0
i-tr1094_29,20260622,20260628,0,1,1,1,1,0,0
i-tr1094_3,20251222,20251228,1,1,1,0,0,0,0
i-tr1094_30,20260629,20260705,1,1,1,1,1,0,0
i-tr1094_31,20260706,20260712,1,1,1,1,1,0,0
i-tr1094_32,20260713,20260719,1,1,1,1,1,0,0
i-tr1094_33,20260720,20260726,1,1,1,1,1,0,0
i-tr1094_34,20260727,20260802,1,1,1,1,1,0,0
i-tr1094_35,20260803,20260809,1,1,0,1,1,0,0
i-tr1094_36,20260810,20260816,1,1,1,1,1,0,0
i-tr1094_37,20260817,20260823,1,1,1,1,1,0,0
i-tr1094_38,20260824,20260830,1,1,1,1,1,0,0
i-tr1094_39,20260831,20260906,1,1,1,1,1,0,0
i-tr1094_4,20251229,20260104,1,1,1,0,1,0,0
i-tr1094_40,20260907,20260913,1,1,1,1,1,0,0
i-tr1094_41,20260914,20260920,1,1,1,1,1,0,0
i-tr1094_42,20260921,20260927,1,1,1,1,1,0,0
i-tr1094_43,20260928,20261004,1,1,1,1,1,0,0
i-tr1094_44,20261005,20261011,1,1,1,1,1,0,0
i-tr1094_45,20261012,20261018,1,1,1,1,1,0,0
i-tr1094_46,20261019,20261025,1,1,1,1,1,0,0
